"RHDI (ranking human development index, 2019)","HDI (human development index value, 2019)","LE (life expectancy at birth, years, 2019)","EYS (expected years of schooling, years, 2019)","MYS (mean years of schooling, years, 2019)",GNI (gross national income per capita 2019 (2017 PPP $),"TP (total population, millions, 2019)","TUP (total urban population, %, 2019)","RPAE (rural population with access to electricity, %, 2018)","CDEP (carbon dioxide emissions production per capita, tonnes, 2018)","RLI (red list index value, 2019)",Continent,"GDIV (gender development index value, 2019)","GIIV (gender inequality index value, 2019)","IHDI (gender inequality index value, 2019)","ILE (inequality in life expectancy, %, 2015-2020)","IE (inequality in education, %, 2019)","II (inequality in income, %, 2019)","SSP (share of seats in parliament, % held by women, 2019)","MA (median age, years, 2020)","CHE (current health expenditure, % of GDP)","GEE (government expenditure on education, % of GDP, 2013-2018)","PPP (physicians per 10000 people, 2010-2018)","HB (hospital beds per 10000 people, 2010-2019)","VE (vulnerable employment, % of total employment, 2019)","WAFI (Women with account at financial institution or with mobile money-service provider, % of female population ages 15 and older, 2017)","CDE (Carbon dioxide emissions per unit of GDP, kg per 2010 US$ of GDP)","FA (forest area, % of total land area, 2016)","FAC (forest area change, %, 1990/2016)","DMC (domestic material consumption per capita, tonnes, 2017)","SLF (skilled labour force, % of labour force, 2010-2019)","RDE (research and development expenditure, % of GDP, 2014-2018)"
58,0.8139999999999998,79.18999999999998,15.39288672,10.64244442,14935.90942,0.287021,31.2,100.0,4.474935547,0.8976900000000001,North America,1.0080567125751807,0.252,0.6760000000000002,8.699999999999998,5.5,33.6,29.41176471,40.493,6.779127,4.65652,24.843,59.7,15.841,53.50663103285712,0.20586,14.65116,0.0,2.30107,47.01161999999999,0.5605236363636362
60,0.813,77.86,14.18214,9.731845912,25944.07218,4.974992,85.4,100.0,13.93342503,0.8913799999999998,Asia,0.9356256026877758,0.306,0.706,6.7,11.9488,20.1,9.88372093,30.604,3.849072,4.97011,20.031,14.7,2.633,63.52985382,0.37984,0.006459999999999999,0.0,31.67213,52.396527500000005,0.21961
61,0.812,73.76999999999998,15.27506,13.13296,14428.79984,3.996762,59.0,100.0,2.638009744,0.8714199999999999,Asia,0.9795443902116026,0.331,0.716,7.9,4.1406,22.52352,14.76510067,38.268,7.601658999999999,3.84974,71.201,28.9,49.084,63.61225891,0.24607,40.61591,2.558135986,6.78208,93.4484,0.30457
62,0.8100000000000002,80.28,15.65154,8.741939999999998,18486.37141,5.047561,80.09999999999998,100.0,1.611880208,0.8310299999999999,North America,0.9812972413684269,0.288,0.661,7.1,11.58937058,33.91643,45.61403509,33.462,7.328795999999999,7.02824,28.939,11.0,21.056,60.87906265,0.10146,54.56717,8.666144741,8.58308,43.9963,0.42336
62,0.8100000000000002,76.15999999999998,13.67864,10.37283,27534.09856,31.949789,76.59999999999998,100.0,8.073021872,0.7687,Asia,0.9717958908380915,0.253,0.6202777777777779,6.1,12.1,19.29900227749999,15.51724138,30.262,3.859398,4.53477,15.358,18.8,21.789,82.47853851,0.25393,67.59762,-0.745445036,19.27153,66.8,1.43665
64,0.806,75.48999999999998,14.24582,7.275667996,58590.08219,4.207077,100.0,100.0,23.7018383,0.8379999999999999,Asia,0.9832069529957372,0.242,0.6202777777777779,5.9,22.10817735,19.29900227749999,4.615384615,36.781,5.291385,3.860831315789474,26.463,20.4,1.083,73.46301269999998,0.33669,0.35073,81.15941779,29.63774,52.396527500000005,0.06192
64,0.806,76.0,14.73747,11.19411,17191.66873,8.772227999999998,56.3,100.0,5.162486649,0.9565400000000001,Europe,0.9771722781563892,0.132,0.705,4.9,7.47189,23.971,37.65182186,41.575,8.433958,3.71509,31.131,56.1,24.297,70.12700653,0.49132,31.11594,9.911143067,11.75363,82.8695,0.92132
66,0.804,74.98999999999998,15.0566,9.54,25266.21195,1.26967,40.8,100.0,3.831326918,0.41274,Africa,0.9756210680538228,0.347,0.694,9.4,13.2,18.2,20.0,37.457,5.718721,4.83459,25.331,34.0,16.171,87.11295319,0.1661,19.03448,-5.985399455,11.62948,61.6988,0.34597
67,0.796,73.4,14.14966,9.992045,26903.24617,0.097741,57.1,100.0,6.748372745,0.68593,Africa,0.896937055131926,0.5316744186046513,0.67,9.6,6.65648,29.3,21.21212121,34.181,5.006735,4.41832,21.212,36.0,62.46086538461537,33.304673039521724,0.17891533333333332,88.41303999999998,0.0,2.32783,95.1513,0.22162
67,0.796,73.51,12.96,11.034,26230.71569,1.394969,53.2,100.0,31.2820225,0.80582,North America,1.0033719336064926,0.323,0.5952666666666667,14.9,15.44442229235294,32.45698486666666,32.87671233,36.176,6.978735,4.537240624999999,41.675,30.2,18.14,73.60304259999998,0.46671000000000007,46.02339,-1.911088867,19.94477,71.9665,0.09204000000000001
69,0.795,78.56999999999998,14.69562,10.14573,13998.29989,2.880913,61.2,100.0,1.585297321,0.8379100000000002,Europe,0.9668253716934851,0.18100000000000002,0.708,7.2,12.3,13.17898,29.50819672,36.399,8.281743210526317,2.46866,12.164,28.9,52.852,38.10295868,0.13202,28.1219,-2.314909996,10.12753,79.5197,0.15412
70,0.783,78.79999999999998,14.2809,11.7907808,8620.716216,11.333484,77.09999999999998,100.0,2.523942652,0.66347,North America,0.9439679891565753,0.304,0.5952666666666667,5.1,7.81109,32.45698486666666,53.2231405,42.211,11.711327,4.537240624999999,84.21799,53.3,23.098,53.50663103285712,0.11168,31.2786,63.23235033,7.654639999999999,69.43,0.43065999999999993
70,0.783,76.68,14.81373,10.34749,12446.66645,82.913893,75.4,100.0,8.807001764,0.84155,Asia,0.8655538720919795,0.45899999999999996,0.693,9.2,5.0,19.7,5.882352941,31.972,8.659663999999998,3.95536,15.844,15.6,41.425,91.61125946000001,0.37569,6.56449,17.80421212,14.77,17.98,0.8302699999999998
72,0.782,76.98,14.11107,10.63257,12707.36624,21.323734,18.6,99.48899,1.100794238,0.57426,Asia,0.9553278454664624,0.40099999999999997,0.673,7.0,11.99693,22.36351,5.333333333,33.95,3.811421,2.11189,10.041,41.5,38.996,73.44207000999998,0.09405,32.90384,-9.658498146,5.59248,39.2365,0.10871
73,0.78,77.4,13.8,9.81787,14871.81114,3.300998,48.6,100.0,6.520092962,0.9008,Europe,0.9371149420293479,0.149,0.667,5.4,17.0,20.2,21.05263158,43.108,8.931667,4.982562857142858,21.616,34.9,16.154,54.7417984,0.56686,42.67578,-1.131221719,14.03086,83.5895,0.19879999999999998
74,0.779,72.4,16.869869999999995,9.032104,15640.88574,0.112002,36.4,100.0,2.427817754,0.6751899999999998,North America,0.9775500418833575,0.36316666666666664,0.5952666666666667,11.2,15.44442229235294,32.45698486666666,39.28571429,31.982,4.757117,3.17043,14.067,35.7,28.915736842105265,53.50663103285712,0.20586,49.97059,0.0,0.9524800000000002,47.01161999999999,0.5605236363636362
74,0.779,75.04999999999998,14.80978,8.754609999999998,19159.83967,127.575529,80.4,100.0,3.782543937,0.67726,North America,0.9600814333911668,0.322,0.613,10.5,18.38918256,33.388511,48.40764331,29.171,5.516541,4.90983,23.827,9.8,26.932,33.28747559,0.21088,33.92495,-5.463878387,9.98377,41.5812,0.31223
74,0.779,74.76,13.84533,8.662745,25037.50727,0.052834000000000006,30.8,100.0,4.614137793,0.7340799999999998,North America,0.9775500418833575,0.36316666666666664,0.5952666666666667,11.366666666666665,15.44442229235294,32.45698486666666,13.33333333,31.698904761904767,5.036807,2.60631,26.758,22.53333333333333,28.915736842105265,53.50663103285712,0.20586,42.30769,0.0,8.291295999999999,47.01161999999999,0.5605236363636362
74,0.779,72.06999999999998,15.07384705,11.39749842,13215.9357,43.993643,69.5,100.0,5.085598848,0.9338599999999999,Europe,1.000186388673946,0.23400000000000004,0.7279999999999999,7.4,3.6,8.5,20.51886792,41.178,6.99532,5.41226,29.923,74.59999999999998,14.852,61.32117462,0.52048,16.70804,4.375698588,12.49028,79.98829999999998,0.47134
78,0.778,77.01999999999998,12.77203,9.293740746,20895.35881,0.097115,24.5,100.0,5.87665912,0.8897,North America,0.9775500418833575,0.36316666666666664,0.5952666666666667,5.8,15.44442229235294,32.45698486666666,31.42857143,33.976,4.533532,4.537240624999999,29.56,28.9,28.915736842105265,53.50663103285712,0.20586,22.27273,-4.854368842,2.77644,47.01161999999999,0.5605236363636362
79,0.777,76.73999999999998,14.99071,9.69633,12252.30018,32.510462,78.09999999999998,81.79998,1.735938874,0.72873,South America,0.9570929121632723,0.395,0.628,10.8,16.96786,28.57682,30.0,30.984,4.99515,3.71993,13.048,15.9,50.418,34.435215,0.12886,57.66047,-5.281761736,15.39608,58.0614,0.12704
79,0.777,77.15,15.0291956,7.9391,17781.19093,69.62558100000001,50.7,100.0,4.151456464,0.78329,Asia,1.007921417554255,0.359,0.646,7.9,18.3,23.8,14.13333333,40.102,3.746016,4.12402,8.05,30.19555555555556,48.472,79.78010559,0.22182,32.15761,17.30810425,12.73327,38.7807,1.00403
81,0.776,75.09,13.06861,11.30174,13894.01302,2.957728,63.2,100.0,1.887392034,0.8452400000000001,Asia,0.9820915997742172,0.24500000000000002,0.6989999999999998,8.699999999999998,2.9,17.399999999999995,23.48484848,35.374,10.362705,2.70759,44.023,41.6,38.668,40.90643692,0.20473,11.66842,-0.835817252,11.09363,79.9449,0.18913
82,0.774,75.79999999999998,13.5852,9.812715,15864.63074,2.083458,58.2,100.0,3.489462336,0.9704200000000001,Europe,0.9520718901753507,0.143,0.681,7.9,8.36817,19.15726,39.16666667,39.138,6.062115,4.982562857142858,28.736,42.8,19.028,72.88609314,0.27396,39.57177,10.3410166,14.52329,82.4474,0.36398
83,0.767,77.29,14.39861,8.46873,14256.67085,50.339443,81.09999999999998,99.66937,1.958665874,0.7486399999999999,South America,0.989466029986866,0.42800000000000005,0.5949999999999999,10.7,18.595,35.52712,19.56521739,31.307,7.226281,4.50259,21.848,17.1,47.057,42.47443008,0.11881,52.70394,-9.224242776,6.78748,59.8693,0.23698999999999998
84,0.765,75.87999999999998,15.41401,7.9813,14262.93459,211.049519,86.79999999999998,100.0,2.182612678,0.9003400000000001,South America,0.993476951454,0.40800000000000003,0.57,10.9,21.189,40.961673,14.98316498,33.481,9.467477,6.24106,21.643,20.9,27.908,67.51464844,0.14787,58.93105,-9.904976175,17.3775,65.6896,1.26326
85,0.761,76.90999999999998,13.98429,8.06,16057.39642,1433.783692,60.3,100.0,7.049838061,0.74289,Asia,0.9574993481466189,0.168,0.6390000000000001,7.9,11.7,27.4,24.94117647,38.422,5.151193,3.860831315789474,19.798,43.1,45.378,76.36473083,0.44521,22.35394,33.55199261,24.96888,52.396527500000005,2.18568
86,0.759,77.01,14.6008,8.907169486,11043.98255,17.373656999999998,64.0,100.0,2.453437232,0.6603599999999998,South America,0.967367575789958,0.384,0.616,11.5,13.89604924,29.896735,37.95620438,27.93,8.257429,4.9987,20.368,13.9,46.728,42.6063385,0.19951,50.20595,-5.001990369,9.3489,46.9531,0.44265999999999994
86,0.759,76.2,13.99927,8.508470732,14615.56978,0.182795,18.8,99.99856,2.312674213,0.83768,North America,0.9854529148532551,0.40099999999999997,0.629,10.6,12.6,27.4,20.68965517,34.495,4.545887,3.67959,6.409,13.0,29.597,53.50663103285712,0.20586,33.18033,-7.155961103,8.291295999999999,16.794699999999995,0.5605236363636362
88,0.756,73.01,12.89364,10.57543,13783.67995,10.047719,56.0,100.0,3.697458485,0.91027,Asia,0.9427321413710317,0.323,0.6840000000000002,13.9,5.3,8.9,16.80672269,32.333,6.651829,2.47382,34.46,48.2,55.231,27.71962547,0.20117,14.09967,37.71508409,9.1725,93.3,0.18484
88,0.756,74.08,14.22252,8.123720268999998,17591.06522,10.738957,81.79999999999998,100.0,2.339039258,0.7328099999999999,North America,0.9987924735511202,0.45499999999999996,0.5949999999999999,17.0,15.82688819,30.369914,24.32432432,28.002,6.136395,4.537240624999999,15.6,15.6,40.4,54.14283752,0.13913,41.73463,82.46153404,5.75233,47.9734,0.5605236363636362
90,0.75,71.90000000000002,11.53408,11.70817,13663.60669,4.043258,42.7,100.0,1.265367932,0.9684199999999998,Europe,1.013708538762285,0.20400000000000001,0.6720000000000002,9.6,7.3,14.0,25.74257426,37.597,7.012951,5.51108,32.066,56.6,37.347,44.55144882,0.41699,12.57525,29.57633263,8.82351,65.2196,0.25498
91,0.748,76.87999999999998,14.60430179,7.986547848,11173.95681,43.053054,73.2,100.0,3.687690523,0.9076299999999999,Africa,0.8583254728464075,0.429,0.596,14.1,33.7,11.4,21.54882155,28.521,6.374322,4.170924523809525,17.193,19.0,26.993,29.26873016,0.2319,0.8244399999999998,17.79244005,9.01078,40.34,0.54243
92,0.7439999999999999,78.93,11.28587,8.718636,14654.53395,6.855709,88.79999999999998,100.0,3.531952029,0.91888,Asia,0.8921468975490516,0.4109999999999999,0.6202777777777779,7.4,6.2,19.29900227749999,4.6875,29.563,8.195544,2.43467,21.038,27.3,26.882,32.90546417,0.34259,13.42913,4.870232735,10.04639,52.396527500000005,0.7938671794871797
93,0.743,67.44,14.42733,10.90163,13009.07311,0.8899550000000002,56.8,99.25741,2.405366034,0.6683400000000002,Oceania,0.9634235119456194,0.37,0.658,14.9,8.17858772225,21.06517,19.60784314,27.93,3.500745,3.88289,8.599999999999998,20.0,43.141,99.26793671,0.264515,55.94198,7.257841471,6.46611,62.4897,1.0903333333333334
94,0.742,78.21,12.966179,8.142186,11883.95528,0.07180800000000001,70.8,100.0,2.546736475,0.6746499999999999,North America,0.9775500418833575,0.36316666666666664,0.5952666666666667,11.366666666666665,15.44442229235294,32.45698486666666,25.0,31.698904761904767,5.876889,3.38688,11.189,22.53333333333333,28.915736842105265,53.50663103285712,0.20586,57.41334,-13.87999725,4.6155,47.01161999999999,0.5605236363636362
95,0.74,78.92,12.2,7.020278,17416.77777,0.530957,40.2,100.0,2.953096398,0.84984,Asia,0.9231997515773088,0.369,0.584,6.0,29.3,25.8459,4.597701149,29.906,9.029976,4.06728,45.627,43.0,19.467,53.02450529446666,0.29196023809523813,3.33333,0.0,6.84146,32.6717,0.7938671794871797
95,0.74,76.7,15.12561,7.22022,10414.06361,11.694721,69.3,99.57799,2.730311388,0.97406,Africa,0.9001292969125835,0.296,0.596,9.0,30.70285,16.88955,22.58064516,32.835,7.232457,6.59921,13.025,21.8,19.964,28.36343575,0.21338,6.76622,63.4836627,9.30216,55.7924,0.59997
97,0.738,72.53,14.09404,8.784648,12377.65413,0.11059299999999998,52.6,100.0,2.026657956,0.76689,North America,0.9654676872410736,0.36316666666666664,0.5952666666666667,11.3,15.44442229235294,32.45698486666666,13.04347826,32.894,4.487125,5.68122,6.648,43.2,19.865,53.50663103285712,0.20586,69.23077,8.0,8.291295999999999,47.01161999999999,0.5605236363636362
97,0.738,71.68,13.188028,9.261387,14324.37746,0.5813630000000001,66.1,94.28579,3.10213719,0.98335,South America,0.9852291416227548,0.43600000000000005,0.535,12.8,18.36769,46.69631,31.37254902,28.988,6.22977,4.943812222222222,12.101,30.0,12.194,53.963080215000005,0.25297,98.25769,-0.659752461,13.45549,45.04,0.409354
99,0.737,69.87,14.20655,10.2512725,10838.6743,3.225166,68.5,94.62949,8.867755383,0.94959,Asia,1.0230891704780272,0.322,0.634,13.1,11.88363,16.94628,17.33333333,28.181,4.002301,4.08578,28.592,80.0,48.486,94.95379639,0.54361,8.0174,-0.641994805,34.53621,80.5507,0.10293
100,0.7349999999999999,69.59,12.8495,9.56,16437.14142,2.303703,70.2,27.88261,2.957364197,0.97447,Africa,0.9977298932351839,0.465,0.38947826086956544,19.4,23.27683,28.534657616170225,10.76923077,24.044,6.134568,4.170924523809525,5.269,18.0,25.912,46.788517,0.22212,18.94694,-21.72474264,29.50656,33.95,0.53728
101,0.734,74.48,13.1407323,9.73305,9319.131127,2.948277,56.0,97.59347,2.790843952,0.66599,North America,0.9943386569289407,0.396,0.612,10.0,5.6,32.0,19.04761905,30.725,5.988417,5.40731,13.061,17.2,35.773,77.7620163,0.2987600000000001,30.91597,-2.838072724,6.48712,47.01161999999999,0.5605236363636362
102,0.729,74.53,11.3787006,10.518,9858.487276,10.101697,91.2,98.89148,2.417022718,0.96512,Asia,0.8748292952354347,0.45,0.622,10.6,15.4,17.91185,15.38461538,23.771,8.119251,3.58851,23.237,14.7,9.202,26.61338997,0.32237,1.09822,-0.6082451,7.63386,52.396527500000005,0.7078
103,0.7279999999999999,74.25,12.71,8.53508,12223.94045,7.044639,61.9,100.0,1.068304987,0.94969,South America,0.966283198094048,0.446,0.557,13.8,16.71896,37.799,16.8,26.308,6.654569,3.43834,13.544,8.3,37.484,46.04944992,0.09626,37.7488,-29.11282503,12.53747,43.6684,0.14883
104,0.725,70.91,14.40649703,11.24,6364.577962,0.10449700000000002,23.1,98.89909,1.3109877230000002,0.72413,Oceania,0.9497805673044347,0.354,0.658,10.4,4.5,21.06517,7.407407407,22.415,5.269311,5.537004285714285,5.403,21.116666666666664,52.24,99.26793671,0.264515,12.5,0.0,16.94934,72.3015,1.0903333333333334
105,0.724,72.90999999999998,12.85428,7.599985,15687.71357,6.777453,80.4,6.593834,8.087927350999998,0.97158,Africa,0.9761731259582463,0.252,0.38947826086956544,9.1,32.74832937500001,28.534657616170225,15.95744681,28.817,5.6348516730769225,4.170924523809525,20.905,32.0,5.723,59.62096024,0.37184,0.12332999999999998,0.0,11.04731,27.622080952380955,0.363090588235294
106,0.7199999999999999,71.73,12.05882,11.8072,7141.953943,32.981714999999994,50.4,100.0,2.810214137,0.96943,Asia,0.9389877322559972,0.288,0.6202777777777779,13.9,0.7,19.29900227749999,16.399999999999995,27.809,6.414385,5.28134,23.742,39.8,41.977,35.96907806,0.409,7.54297,5.378654493,9.07434,52.396527500000005,0.12976
107,0.718,71.51000000000002,14.2,9.017540839,8553.783786,11.513102,69.8,85.95950999999998,1.960866868,0.87148,South America,0.9449452819804472,0.417,0.546,22.5,17.56781022,31.169242,51.80722892,25.56,6.443161,4.943812222222222,15.901,12.9,63.224,53.85283279,0.29371,50.28616,-13.24946254,13.00352,47.5549,0.157
107,0.718,71.72,13.60698,8.166679999999998,11459.09692,270.625567,56.0,96.81341,2.297288275,0.75136,Asia,0.9403575936633957,0.48,0.59,13.9,16.15374573,23.13405473,17.391304349999995,29.744,2.989054,3.5836,4.269,10.4,47.895,51.35491943,0.17152999999999996,49.8604,-23.80479855,7.4782,42.0142,0.22634000000000004
107,0.718,71.23,13.14836,9.393091398,9777.798117,108.116622,47.1,92.5148,1.266454145,0.67565,Asia,1.0069199775633197,0.43,0.5869999999999999,15.3,10.1,28.1,28.04878049,25.687,4.446408,3.860831315789474,6.004,9.9,32.699,38.85416412,0.16192,27.76939,26.31578947,3.97023,29.87,0.16415
110,0.716,74.62,13.11358,9.921731875,6381.597682,0.390351,45.9,100.0,1.499721984,0.8446599999999999,North America,0.9763094284055697,0.4149999999999999,0.554,11.1,15.9,37.9,11.11111111,25.482,5.642823,7.37876,11.229,10.4,29.622,52.28493881,0.20586,59.67909,-15.76393974,11.54346,43.5137,0.5605236363636362
111,0.715,73.31999999999998,12.7297,10.77921,6308.652491,0.197093,18.1,100.0,1.320457454,0.7668,Oceania,0.9634235119456194,0.36,0.658,10.0,4.9,21.06517,10.0,21.835,5.482786,4.08047,3.445,10.0,29.983,99.26793671,0.264515,60.42403,31.53846154,5.26974,66.6319,1.0903333333333334
111,0.715,68.19,11.1894,10.27379667,14908.6706,5.942094,52.0,100.0,13.65493964,0.97718,Asia,0.9177500118397202,0.3424772727272727,0.586,23.4,2.94467,26.20491,25.0,26.937,6.930448,3.860831315789474,22.247,40.3,25.219,35.51710892,0.74626,8.782159999999998,0.0,16.49019,52.396527500000005,0.7938671794871797
113,0.711,72.06,12.81608,10.30728,7044.638972,28.515829,88.2,100.0,4.803684466,0.82757,South America,1.0092220719889584,0.479,0.588,17.1,8.8,25.2,22.15568862,29.592,1.18121,4.943812222222222,22.098454545454544,8.699999999999998,35.61,70.03800964,0.33467,52.73919,-10.58585791,6.66513,42.3317,0.33713
114,0.709,64.13,13.7912,10.24064634,12129.23006,58.558267,66.90000000000002,89.59882,8.090356956,0.77583,Africa,0.9863821495061936,0.406,0.4680000000000001,19.2,17.29413,56.996,45.33333333,27.621,8.113118,6.15899,9.054,23.0,10.298,69.98981476,0.61721,7.61774,0.0,11.28105,52.1689,0.8321499999999998
115,0.708,74.04999999999998,13.4094,9.16551,6417.389121,4.981422,76.4,100.0,0.659986399,0.92104,Asia,0.869987949133453,0.3424772727272727,0.613,12.0,11.592,16.61632726,18.235152053608694,20.769,5.452899188449395,5.25234,18.941456521739127,30.19555555555556,23.069,15.91077328,0.29196023809523813,1.52326,0.9911911159999999,14.21924934782609,48.5033,0.4922000000000001
116,0.707,71.99,13.32624,7.434,11466.14512,100.388076,42.7,100.0,2.426406927,0.91429,Africa,0.8823332278842354,0.449,0.497,11.6,38.1,36.5,14.93288591,24.606,5.287637,4.170924523809525,4.521,14.3,20.721,26.9944191,0.20746000000000003,0.07394,67.2727238,7.86398,57.196,0.7238799999999999
117,0.7039999999999998,74.11,12.39008,10.8856786,5039.043833,0.058791,77.4,98.43132000000001,2.580761132,0.8384199999999999,Oceania,0.9634235119456194,0.33816666666666667,0.658,13.469999999999999,4.3,21.06517,6.060606061,25.8853,16.40294,5.537004285714285,4.233,21.116666666666664,45.262625,99.26793671,0.264515,70.22222,3.849879875666667,1.99164,56.717800000000004,1.0903333333333334
117,0.7039999999999998,75.4,12.692323,8.32,7432.706806,96.46210799999999,36.6,100.0,2.162947504,0.7279,Asia,0.99742762481112,0.296,0.588,12.9,17.6,19.133,26.72064777,32.49,5.532128,4.17277,8.281,31.8,54.074,30.41970062,0.33102,48.06012,67.07344847,14.6608,39.392,0.52674
119,0.7029999999999998,66.47,12.97731,8.698,13929.80613,2.172578,89.7,62.51131,2.528364653,0.9556099999999998,Africa,0.9158481824351299,0.525,0.544,22.8,23.5,21.2,17.948717949999995,22.511,2.780746,2.66667,6.819,13.0,31.464,53.70412445,0.1031,90.03765,5.454545455,5.98661,35.51,0.57924
120,0.697,71.45,12.96756,11.10481377,4864.390351,6.415851,36.6,100.0,1.5991675169999997,0.98464,Asia,0.9572854580584064,0.369,0.63,11.3,3.36425,13.83059,19.16666667,26.034,6.185863,6.02619,22.13,44.1,33.789,38.85499954,0.43209,3.27946,-24.76076555,8.38183,92.68,0.10707000000000003
121,0.686,76.68,13.72117,5.648,7368.360268,36.471766,63.0,100.0,1.840451548,0.8885499999999998,Africa,0.8346114320282835,0.454,0.38947826086956544,13.0,32.74832937500001,28.534657616170225,18.44660194,29.538,5.2452,4.170924523809525,7.308,10.0,47.538,16.80644608,0.21875,12.60139,13.52442471,7.856379999999999,18.68,0.71454
122,0.682,69.91,11.43113,8.489781305,9455.014358,0.782775,26.7,90.01043,3.120515118,0.87981,South America,0.9611117542052664,0.462,0.556,19.0,10.7,25.1,31.88405797,26.687,4.94551,5.88842,8.022999999999998,17.1,25.513,53.963080215000005,0.1912,83.90144999999998,-0.8643457380000001,24.45832,41.2971,0.409354
123,0.674,70.6,11.27,7.316,10800.83898,39.309789,70.7,99.9,5.312406332,0.7932399999999998,Asia,0.7744031901700814,0.577,0.541,15.9,29.7,12.67895,25.22796353,21.04,4.16663,3.860831315789474,7.079,13.2,19.793,19.50482178,0.24232,1.90036,3.378228358,6.32814,28.2951,0.04306
