"RHDI (ranking human development index, 2019)","HDI (human development index value, 2019)","LE (life expectancy at birth, years, 2019)","EYS (expected years of schooling, years, 2019)","MYS (mean years of schooling, years, 2019)",GNI (gross national income per capita 2019 (2017 PPP $),"TP (total population, millions, 2019)","TUP (total urban population, %, 2019)","RPAE (rural population with access to electricity, %, 2018)","CDEP (carbon dioxide emissions production per capita, tonnes, 2018)","RLI (red list index value, 2019)",Continent,"GDIV (gender development index value, 2019)","GIIV (gender inequality index value, 2019)","IHDI (gender inequality index value, 2019)","ILE (inequality in life expectancy, %, 2015-2020)","IE (inequality in education, %, 2019)","II (inequality in income, %, 2019)","SSP (share of seats in parliament, % held by women, 2019)","MA (median age, years, 2020)","CHE (current health expenditure, % of GDP)","GEE (government expenditure on education, % of GDP, 2013-2018)","PPP (physicians per 10000 people, 2010-2018)","HB (hospital beds per 10000 people, 2010-2019)","VE (vulnerable employment, % of total employment, 2019)","WAFI (Women with account at financial institution or with mobile money-service provider, % of female population ages 15 and older, 2017)","CDE (Carbon dioxide emissions per unit of GDP, kg per 2010 US$ of GDP)","FA (forest area, % of total land area, 2016)","FAC (forest area change, %, 1990/2016)","DMC (domestic material consumption per capita, tonnes, 2017)","SLF (skilled labour force, % of labour force, 2010-2019)","RDE (research and development expenditure, % of GDP, 2014-2018)"
124,0.673,73.31999999999998,11.6908,6.907268,8359.115143999998,6.45355,72.7,100.0,1.110494014,0.8322800000000001,North America,0.9745710970022442,0.383,0.529,12.5,29.0996829,21.811224,30.95238095,27.552,7.22756,3.60075,15.662,12.0,34.191,24.37995911,0.12587,12.57722,-30.87532995,5.31457,41.0821,0.18115000000000003
125,0.668,71.1,11.6618,10.7337,3953.598166,9.321022999999999,27.3,99.33723,0.602647999,0.9896,Asia,0.8232389133060174,0.314,0.584,16.7,6.03825,14.5,20.0,22.416,7.228815,5.23139,21.026,46.7,41.752,42.13079453,0.22972,2.9714,1.930521259,3.50279,80.07269999999998,0.09703
126,0.665,72.98,12.7042,6.287719287,7019.168144,0.549936,66.2,96.90005,1.155329397,0.90446,Africa,0.9739662240966889,0.397,0.38947826086956544,12.2,23.7,28.534657616170225,23.61111111,27.604,5.165489,5.17322,7.814,21.0,35.168,33.304673039521724,0.17891533333333332,22.54591,57.33333439,6.91946,59.77,0.07263999999999998
127,0.6630000000000001,74.29999999999998,10.75268,6.62261,8494.085111,17.581476,51.4,93.61770000000001,1.064770453,0.72996,North America,0.9408023574909885,0.479,0.481,14.6,30.8,35.4,19.375,22.881,5.813844,2.92707,3.549,4.4,37.543,42.08628082,0.12765,32.69504,-26.20892802,6.63855,18.1558,0.028000000000000004
128,0.6600000000000001,74.48999999999998,12.31796,6.912,5283.658869,6.545503,58.8,71.3512,0.861712031,0.85056,North America,1.0116483043853537,0.42800000000000005,0.505,13.1,25.7,30.693801,44.56521739,26.464,8.645464999999998,4.33953,9.775001,9.3,40.87,24.79252815,0.15751999999999997,25.87668,-31.01462118,6.67484,30.5014,0.10742
129,0.654,71.78,12.982658,4.0738,10745.84396,0.763094,41.6,100.0,1.609251473,0.79755,Asia,0.9207884717094356,0.421,0.476,17.1,41.7,20.0,15.27777778,28.144,3.186962,6.64043,4.242,17.399999999999995,71.479,27.68187904,0.29196023809523813,72.48453999999998,35.10517452,10.36474,19.47,0.7938671794871797
130,0.646,63.71,12.63338796,6.99,9356.673607,2.494524,51.0,35.52086,1.745046871,0.96889,Africa,1.0074694396634722,0.44000000000000006,0.418,22.1,25.0,53.6,36.95652174,21.832,8.550957,3.10315,4.182,27.0,31.02,80.66267395,0.17086999999999997,8.313959999999998,-21.88085135,11.21098,66.6696,0.33996
131,0.645,69.66,12.16229,6.5,6681.346904,1366.417756,34.5,92.92934,1.962160313,0.67589,Asia,0.8202498499063718,0.488,0.475,19.7,38.7,18.79302,13.48600509,28.426,3.53496,3.84467,8.570999999999998,5.3,74.26999999999998,76.63963318,0.2562,23.83312,10.82500264,5.53864,21.2031,0.64998
132,0.634,75.26999999999998,10.06014,6.573452,5308.452598,9.746115,57.7,81.09082,1.034208839,0.76529,North America,0.9782329745382843,0.42299999999999993,0.472,13.3,23.34273802,37.819458,21.09375,24.344,7.858425,6.0812,3.089,6.4,41.39,40.95068741,0.22864,39.96783,-45.03441495,5.2043,28.1859,0.04
133,0.632,72.59,11.59809,6.219339024,4976.209148,163.046173,37.4,78.26703,0.531009097,0.75203,Asia,0.9040424485079424,0.537,0.4779999999999999,17.3,37.31177,16.55655,20.63037249,27.567,2.274249,1.98602,5.809,7.9,55.25,35.83634567,0.13767,10.95798,-4.524764095,2.66143,25.7996,0.7938671794871797
134,0.63,68.37,11.801993,7.984461822,4259.732067,0.117608,54.8,100.0,0.600585255,0.77171,Oceania,0.9634235119456194,0.33816666666666667,0.516,24.7,9.63653,19.35687,6.52173913,23.04,10.757597,5.537004285714285,2.039,18.6,45.262625,99.26793671,0.264515,15.0,0.0,6.32226,48.3079,1.0903333333333334
135,0.625,70.39,12.68717,6.436763183,3952.072482,0.215048,73.59999999999998,55.7417,0.586320299,0.79871,Africa,0.9061817327646718,0.537,0.52,17.0,18.3,14.9,14.54545455,18.612,6.229991,5.14907,0.531,29.0,48.114,33.304673039521724,0.17891533333333332,55.83333,-4.28571701,3.24764,27.622080952380955,0.363090588235294
136,0.62,67.88,11.54947988,7.804956,3982.736516,0.113811,22.8,78.73943,1.338334517,0.6970800000000001,Oceania,0.9634235119456194,0.33816666666666667,0.658,16.1,8.17858772225,26.4,0.0,24.362,12.351549,12.4595,1.77,21.116666666666664,45.262625,99.26793671,0.264515,91.85715,3.849879875666667,2.30558,64.997,1.0903333333333334
137,0.613,67.92,10.98724,5.288,7413.331629999999,7.169456,35.6,97.07656,2.735931579,0.8300699999999999,Asia,0.9272958520115007,0.45899999999999996,0.461,22.6,31.3,20.3,27.51677852,24.37,2.528087,2.93781,3.726,15.0,80.054,31.87420273,0.29196023809523813,82.10823,7.399756636,11.99157,34.2056,0.7938671794871797
138,0.611,60.19,11.8430625,6.855161078,7919.058294,1.148133,24.0,70.18459,1.054932715,0.812,Africa,0.9961132764441478,0.567,0.43200000000000005,25.1,24.1,37.9,12.12121212,20.729,6.930378,7.12767,3.285,21.0,32.637,27.41395187,0.17891533333333332,34.33721,25.12711347,9.39457,17.9065,0.27013
138,0.611,64.07,11.48333,7.306,5268.919684,30.417858,56.7,67.34917,0.614718893,0.84744,Africa,0.9109915648306124,0.538,0.44000000000000006,24.2,35.10167,24.14249,13.09090909,21.507,3.26237,3.98944,1.3590000000000002,9.0,68.701,53.72341919,0.1192,41.15936,8.559179212,6.95262,28.5341,0.37655
140,0.609,70.47,11.73391,7.064846,3104.799016,0.299882,25.4,51.10511,0.528256116,0.661,Oceania,0.9634235119456194,0.33816666666666667,0.658,14.4,8.17858772225,19.7,0.0,21.112,3.316853,4.69537,1.653,21.116666666666664,70.417,99.26793671,0.264515,36.09516,0.0,6.13874,10.1264,1.0903333333333334
141,0.606,69.5,12.616098,4.794383,4440.457586,1.2931199999999998,30.9,79.24554,0.411538407,0.8535,Asia,0.9421233539451455,0.3424772727272727,0.43600000000000005,21.7,44.9,13.58745,38.46153846,20.795,3.882293,4.12844,7.224,59.0,67.655,53.02450529446666,0.29196023809523813,45.37996,-30.1449288,7.717329999999999,28.255,0.7938671794871797
142,0.602,70.78,12.75613,5.014,3456.706213,28.608715,20.2,93.46991,0.336271931,0.83087,Asia,0.9330560412052776,0.45200000000000007,0.446,17.5,40.9,16.3,33.53293413,24.633,5.553295,5.16365,7.486,3.0,78.415,41.60002136,0.14341,25.36449,-24.70163115,3.90282,41.8908,0.3022
143,0.601,66.7,11.33941359,6.564,4243.62556,52.573967,27.5,71.67698,0.359705728,0.7984799999999999,Africa,0.9369174631602029,0.518,0.44299999999999995,22.5,22.9,33.1,23.26139089,20.119,4.802543,5.32024,1.565,14.0,51.3,77.74636841,0.11162000000000001,7.81811,-5.808634681,3.22822,40.5334,0.7857699999999999
144,0.594,69.82,11.46772,4.966,4246.178107,16.486542,23.8,88.97127999999998,0.639774343,0.78974,Asia,0.9220299894870256,0.47400000000000003,0.475,18.1,27.3,14.3,19.2513369,25.631,5.918842,2.16286,1.927,9.0,50.279,21.52639389,0.18795,52.85293,-27.92336519,5.29364,14.3237,0.11823000000000002
145,0.592,58.74,9.734940000000002,5.910863,13944.13223,1.355982,72.59999999999998,6.609483,4.344926374,0.8218099999999998,Africa,0.896937055131926,0.5316744186046513,0.38947826086956544,34.6,32.74832937500001,28.534657616170225,19.18604651,22.335,3.107094,4.170924523809525,4.017,21.0,77.29,33.304673039521724,0.17891533333333332,55.48663,-16.32257933,19.21658,27.622080952380955,0.363090588235294
146,0.584,63.89,11.478083,7.152016,3325.518591,17.861034,44.1,10.968,0.30129598800000007,0.87456,Africa,0.9582216057295521,0.539,0.40099999999999997,26.5,20.43572,44.84022,17.96407186,17.591999999999995,4.470341,4.66738,11.867,20.0,78.134,40.27887726,0.09787000000000001,65.19915,-8.203790837999998,8.40358,39.1038,0.27819
147,0.583,67.13,10.67024,5.034490583,4960.528169,54.045422,30.9,54.8224,0.490326266,0.80034,Asia,0.9537085156338574,0.4779999999999999,0.6202777777777779,22.8,26.9,19.29900227749999,11.56773212,28.983,4.659072,1.9726,6.77,10.4,59.059,25.97871208,0.10362,43.6311,-27.29188149,3.51556,28.0812,0.03186
148,0.581,61.15,11.777202,5.173993233,6104.05464,31.825299,66.2,3.81507,1.12098146,0.93195,Africa,0.902946618629717,0.536,0.397,32.0,34.3,28.9,30.0,16.677,2.7915,4.170924523809525,2.146,13.671428571428573,65.995,22.33164597,0.10205,46.30721,-5.321439224,4.94033,10.2735,0.03229
149,0.574,64.57,11.72662,6.517170529,2879.190985,5.380504,67.40000000000002,20.18958,0.616109614,0.96574,Africa,0.9287048686764576,0.57,0.43,22.8,20.9,31.0,13.63636364,19.204,2.930279,3.63639,1.645,13.671428571428573,75.97799999999998,20.9935627,0.11143,65.35461,-1.792662108,3.54176,27.622080952380955,0.363090588235294
150,0.571,61.49,10.968732,8.4668,2665.612042,14.645473,32.2,19.99775,0.8492879119999998,0.7919399999999999,Africa,0.9314420323434203,0.527,0.441,24.2,14.60503,28.76901,34.57142857,18.668,6.635916,4.60449,2.096,17.0,64.739,51.66492462,0.27117,35.54246,-37.96426814,3.36248,63.5345,0.363090588235294
151,0.567,73.0,10.22041433,5.711848,2253.346153,0.669821,24.2,63.54454,0.272356734,0.76186,Oceania,0.9634235119456194,0.33816666666666667,0.658,12.1,8.17858772225,19.4,4.081632653,19.889,4.684919,5.537004285714285,1.937,14.0,65.677,99.26793671,0.264515,77.86352,-6.222035183,7.10324,18.6947,1.0903333333333334
151,0.567,72.7,8.850099999999998,5.1,3613.05256,17.070132,54.8,69.45766,1.668734428,0.93969,Asia,0.8286868100101273,0.48200000000000004,0.6202777777777779,13.0,18.071931588695648,19.29900227749999,13.2,25.621,5.452899188449395,3.860831315789474,12.874,14.0,32.43,19.58799934,0.7890899999999998,2.67386,32.09706405,10.57198,52.396527500000005,0.02053
153,0.563,59.29,12.10426,6.310862,3580.902737,25.876387,57.0,23.03357,0.3226964560000001,0.8404299999999999,Africa,0.864019843121015,0.56,0.375,33.5,31.71699,34.98911,29.28571429,18.688,4.670667,3.14529,0.881,13.0,73.56199999999998,30.0303688,0.07716,39.33913,-23.52360586,4.17526,19.8818,0.363090588235294
154,0.557,67.27,8.27594,5.158944258,5005.034893,216.565317,36.9,54.39318,1.053301632,0.85857,Asia,0.744749566275391,0.538,0.384,29.9,43.5,17.23416,20.0,22.782,2.898634,2.89952,9.801,6.3,55.483,7.025063992,0.18876,1.85373,-43.45073209,4.44542,27.8274,0.23597
155,0.555,64.5,10.199261,4.66,4301.098542,8.776119000000001,13.2,55.46022,0.910714134,0.8355499999999999,Oceania,0.9634235119456194,0.725,0.39,24.1,35.65204,28.89932,0.0,22.422,2.469276,1.9264,0.6989999999999998,21.116666666666664,77.92199999999998,99.26793671,0.264515,74.0984,-0.210547421,10.18423,26.6982,0.03158
156,0.554,64.32,11.2447,5.078649,3099.445776,0.8508909999999998,29.2,76.98635,0.262410461,0.74497,Africa,0.8905960923414845,0.5316744186046513,0.303,28.9,47.6,56.0,6.060606061,20.37,7.384374,2.48708,2.715,21.6,63.71,17.89295769,0.17891533333333332,19.66684,-25.30612556,3.47693,13.9758,0.363090588235294
157,0.546,64.93,8.58834,4.726,5134.570124,4.525698,54.5,0.6332271,0.604431254,0.97516,Africa,0.8636573931763871,0.634,0.371,30.0,40.8,24.6,20.26143791,20.114,4.403152,2.63107,1.865,13.671428571428573,52.503,15.48727798,0.17891533333333332,0.21442,-46.74698795,7.412099999999999,8.160999999999998,0.014190000000000001
158,0.545,61.77,12.61455,3.826328,3254.245627,11.801151,47.9,18.33403,0.622479113,0.9099699999999998,Africa,0.8546001196430982,0.612,0.343,34.9,43.7,32.0,7.228915663,18.781,3.718582,4.03814,0.791,5.0,87.732,28.58588791,0.2985,37.78822,-26.03714633,5.17845,17.1252,0.363090588235294
159,0.544,63.37,11.412656,6.171951533,2123.26935,44.269587,24.4,38.01846,0.135060384,0.75492,Africa,0.8633949306193379,0.535,0.399,27.2,27.9,24.94038796,34.8583878,16.733,6.187756,2.52076,1.6799999999999997,5.0,75.239,52.70641327,0.17891533333333332,9.68382,-59.27332067,2.89176,3.1526,0.17043
160,0.543,69.02,11.18666,4.417150539,2155.334054,12.626938,17.3,23.41865,0.09123742,0.8841699999999999,Africa,0.9454102954543157,0.402,0.387,19.5,29.3,36.4,55.66037736,20.039,6.571598,3.11334,1.34,13.671428571428573,67.996,44.96050262,0.17891533333333332,19.73247,53.08175717,2.94085,18.1052,0.66627
161,0.539,54.69,9.975095,6.65519163,4910.208257,200.963603,51.2,30.95085,0.649875717,0.8564399999999999,Africa,0.8810698076589418,0.5316744186046513,0.3479999999999999,37.1,40.41507,28.05169,4.112554113,18.064,3.755539,4.170924523809525,3.806,13.671428571428573,77.61199999999998,27.27667618,0.08591999999999998,7.22839,-61.79993094,3.487,41.3782,0.13223
162,0.538,57.78,9.95474,5.288,5068.606313,25.716554,51.2,32.93753,0.334697157,0.90506,Africa,0.811194394691022,0.638,0.346,33.3,45.60904,27.04145,13.27683616,18.854,4.453034,4.36816,2.314,13.671428571428573,71.186,35.56497955,0.11991,32.70629,1.747208074,2.95347,25.4587,0.0956
163,0.529,65.46,8.0976,6.122,2599.847211,58.005461,34.5,18.83684,0.22195235200000002,0.70077,Africa,0.947644954950684,0.556,0.397,25.3,27.0,22.4,36.8956743,17.992,3.645451,3.69644,0.14,7.0,82.72799999999998,42.15222168,0.06927,51.57823,-18.29756795,3.22385,4.9827,0.51456
164,0.528,67.04,10.17392,6.1,1596.28108,26.969306,37.9,0.0210776,0.163020675,0.76124,Africa,0.9522209627016217,0.5316744186046513,0.39,21.1,29.34582,27.557,16.90140845,19.568,5.502038,3.23481,1.812,2.0,85.076,16.314968109999995,0.17891533333333332,21.41114,-9.060523633,2.41478,18.5092,0.014649999999999996
165,0.527,54.33,11.31561,6.53928325,3150.620131,2.125267,28.6,37.71325,1.261331254,0.94535,Africa,1.0135592906778066,0.553,0.382,33.1,19.55712,29.57664,23.02631579,24.01,8.763158,6.51166,0.692,13.671428571428573,16.309999999999995,46.46006012,0.17891533333333332,1.6469,25.0,11.65596,27.622080952380955,0.04795
166,0.524,67.11,6.791215,4.1,5689.348966,0.9735569999999999,77.9,23.83283,0.671795337,0.80959,Africa,0.896937055131926,0.5316744186046513,0.38947826086956544,23.4,32.74832937500001,27.7,26.15384615,26.57,3.316518,5.55942,2.237,14.0,44.741,8.762782097,0.17891533333333332,0.24159000000000003,0.0,2.94073,27.622080952380955,0.363090588235294
167,0.515,61.04,12.66498,4.949925584,1602.34934,8.082359,42.2,22.35375,0.433256396,0.86219,Africa,0.8215416267978627,0.573,0.351,30.5,37.72766,26.85326,16.483516479999995,19.35,6.199512,5.42885,0.774,7.0,80.911,37.59315491,0.18028,3.09248,-75.44525592,4.15438,8.184599999999998,0.26654
168,0.512,67.94,8.58486,3.183085,3309.385734,16.296362,47.7,44.21698,0.7386565799999999,0.94062,Africa,0.8695316488787947,0.533,0.3479999999999999,21.2,46.36412,25.89114,41.81818182,18.514,4.134064,4.65201,0.6909999999999998,3.0,64.628,38.44960785,0.1703,42.76217,-11.92768507,3.22987,10.8479,0.5772
169,0.511,64.83,10.17643,3.93,2229.362021,38.041757,25.8,98.27287,0.253922847,0.83733,Asia,0.6594916704736336,0.6550000000000001,0.6202777777777779,28.3,45.4,19.29900227749999,27.24358974,18.438,11.777194,4.05887,2.782,3.9,79.726,7.160684586,0.29196023809523813,2.06782,0.0,1.91006,19.2203,0.7938671794871797
170,0.51,64.0,9.7,5.592369636,1708.809043,11.263079,56.2,3.545804,0.269635171,0.7191,North America,0.8753442200351949,0.636,0.303,32.2,37.3,50.43867,2.739726027,24.008,8.035501,2.78047,2.343,7.1,72.269,30.04561424,0.18514,3.49057,-17.06896815,1.62973,9.3896,0.5605236363636362
170,0.51,65.31,7.884416,3.77,3828.660219,42.813237,34.9,47.05751,0.50347675,0.92803,Africa,0.8597259532372107,0.545,0.333,27.4,42.5,33.0,27.53623188,19.659,6.341808,4.170924523809525,2.618,7.4,50.401,9.983160973,0.10586000000000002,28.42221490196079,-7.0436660984,5.38692,22.7401,0.363090588235294
172,0.496,62.05,9.911519,3.922,2167.883472,2.347696,61.9,35.46297,0.267809134,0.9669399999999999,Africa,0.8457424056234778,0.612,0.335,28.5,47.65805,17.46726,10.34482759,17.844,3.282071,2.43275,1.021,11.0,72.051,33.304673039521724,0.17891533333333332,48.37945,10.76923215,2.52214,34.9911,0.07130000000000002
173,0.485,66.6,8.813018308,2.883189,2206.534378,112.078727,21.2,32.65367,0.136741407,0.8468,Africa,0.8370893819252068,0.517,0.3479999999999999,24.9,43.5,13.3515,37.28571429,19.466,3.502557,4.73792,0.769,3.3,85.971,29.07543182,0.07340999999999999,12.5396,-7.0436660984,3.17613,6.8709,0.27441
174,0.483,64.26000000000002,11.24191,4.73,1034.677638,18.628749,17.2,10.44654,0.07611108900000002,0.8079599999999999,Africa,0.986380166972814,0.565,0.345,25.1,28.4,32.4,22.91666667,18.08,9.648231,4.71484,0.358,13.0,59.189,29.84548759,0.17891533333333332,33.18838,-19.68685832,3.33913,17.6324,0.363090588235294
175,0.48,60.68,9.729686667,6.76008,1062.543004,86.790568,45.0,1.820218,0.024229169,0.89085,Africa,0.845242428408403,0.617,0.335,36.1,26.76947,27.63249,11.98686371,16.988,3.978723,1.45495,0.74,13.671428571428573,79.674,24.21882248,0.03418999999999999,67.16508,-5.048799443,2.29892,43.0169,0.4063800000000001
175,0.48,58.32,10.62385,3.5626,1996.042927,1.920917,43.8,9.98746,0.181176683,0.90819,Africa,0.896937055131926,0.5316744186046513,0.3,32.3,41.9,37.9,13.7254902,18.833,7.235869,2.13249,1.274,10.0,75.73999999999998,33.304673039521724,0.17891533333333332,69.7724,-11.46209386,3.87717,27.622080952380955,0.363090588235294
175,0.48,64.1,9.57967,4.806,1258.410853,4.937374,51.6,7.390766,0.323409158,0.9051199999999999,Africa,0.8895810871752505,0.65,0.325,29.8,42.9,22.7,11.65048544,19.411,8.155338,2.58412,0.376,8.0,77.198,28.16200256,0.17891533333333332,43.07517,-15.82471089,3.07939,21.0552,0.363090588235294
178,0.477,61.6,9.408505000000002,2.774225,2405.181497,12.771246,36.5,19.6652,0.256099965,0.8959300000000001,Africa,0.8169305026331489,0.5316744186046513,0.313,31.3,50.12411,17.83777,22.80701754,18.02,4.123087,2.57251,0.8319999999999999,3.0,89.37399999999998,19.67097473,0.17891533333333332,25.75289,-12.88546256,3.76748,27.622080952380955,0.363090588235294
179,0.4699999999999999,66.13,8.76899,3.2,1593.704031,29.161922,37.3,48.69835,0.355826969,0.8593499999999998,Asia,0.4882387359737357,0.795,0.321,24.7,46.1,21.8,0.970873786,20.221,4.2345754802227,3.860831315789474,5.251,7.1,45.627,1.671490073,0.13603,1.03983,0.0,2.27025,29.7277,0.7938671794871797
180,0.45899999999999996,66.32,5.0052837,3.9,2793.482718,3.497117,40.7,34.58703,0.214351541,0.89301,Africa,0.896937055131926,0.5316744186046513,0.38947826086956544,21.4,32.74832937500001,28.534657616170225,22.0,19.209,2.870023,4.170924523809525,0.628,7.0,86.38299999999998,33.304673039521724,0.07553999999999998,14.90693,-7.119063813,7.00192,27.622080952380955,0.363090588235294
181,0.45600000000000007,60.85,9.97402,3.540898438,1250.405688,30.366043,36.5,7.993287999999999,0.280919409,0.8174699999999999,Africa,0.9120910345647356,0.523,0.316,29.8,33.8,28.4,41.2,17.62,4.941198,5.59847,0.8380001,7.0,83.146,32.87394714,0.23083,47.98393,-13.01212236,2.44252,7.0608,0.33751
182,0.45200000000000007,61.58,9.27373,1.644298557,2132.95557,20.321383,30.0,4.749875,0.197398006,0.98805,Africa,0.8667077926423744,0.594,0.316,32.0,39.2,17.3,13.38582677,17.551,6.91506,6.03609,0.8469999999999999,4.0,86.41899999999998,34.4989357,0.17891533333333332,19.33553,-22.73696224,4.4025,5.0302,0.70072
182,0.45200000000000007,54.7,10.17593,3.7,1667.844447,7.813207,42.5,6.431515,0.140938413,0.93076,Africa,0.8837898786367757,0.644,0.291,39.0,46.9,17.73822,12.32876712,19.402,13.420928,7.13846,0.251,13.671428571428573,86.125,15.35897541,0.17891533333333332,43.05348,-0.333544014,7.02041,15.2297,0.363090588235294
184,0.434,59.31,7.46103,2.352954412,2268.77278,19.658023,43.1,25.40293,0.186615308,0.9812,Africa,0.8208006765016002,0.6710000000000002,0.289,36.7,43.85965,16.56372,9.523809524,16.347,3.793985,3.78684,1.286,1.0,80.986,25.71192169,0.17891533333333332,3.79941,-30.70254111,5.79491,5.7778,0.29175
185,0.433,61.58,11.06933,3.287982742,753.9087475,11.530577,13.4,3.435184,0.046677632,0.8915999999999998,Africa,0.9992879461631565,0.504,0.303,28.5,39.5,20.9,38.75,17.32,7.51757,5.01084,1.001,7.9,94.581,6.726228237,0.17891533333333332,10.92679,-2.906572283,1.7516,2.5288,0.21027999999999997
185,0.433,57.85,5.296258,4.8,2003.318894,11.062114,19.9,23.65344,0.17040929699999996,0.92973,Africa,0.8418023490590579,0.5316744186046513,0.276,36.2,39.6,32.3,26.55889145,19.04,9.760994,0.9810399999999999,3.986711540384616,13.671428571428573,84.854,4.708465576,0.40508,28.42221490196079,-7.0436660984,0.9014900000000001,27.622080952380955,0.363090588235294
187,0.398,54.24,7.34935,2.52368,1555.373575,15.946882,23.3,2.745511,0.06553287,0.9162399999999999,Africa,0.7640906759116225,0.71,0.248,40.9,43.0,28.4,14.88095238,16.554,4.487301,2.24185,0.434,13.671428571428573,93.024,14.85025883,0.17891533333333332,3.77097,-29.18120951,2.52412,7.5754,0.3005
188,0.397,53.28,7.56836,4.282,993.0088419000001,4.745179,41.8,16.3186,0.065082737,0.93699,Africa,0.8014200062842962,0.6800000000000002,0.23200000000000004,40.1,34.5,49.2,8.571428571,17.611,5.821776,4.170924523809525,0.7209999999999999,10.0,91.379,9.717617035,0.17891533333333332,35.56198,-1.797870609,3.38292,27.622080952380955,0.363090588235294
189,0.394,62.42,6.47145,2.079048967,1200.8984630000002,23.310719,16.5,11.6982,0.103333707,0.9361200000000001,Africa,0.7237463246819136,0.642,0.284,30.9,35.0,16.399999999999995,16.95906433,15.151,7.739963,4.9198,0.433,3.9,93.676,10.91004658,0.10513999999999998,0.8917699999999998,-41.92288043,3.41545,4.0424,0.363090588235294
